NÂ°,CODIGO INFRACCION,TIPO DE VIA,LUGAR DE INTERVENCION,EMPRESA DE TRANSPORTE,CLUSTER
11637,N71,AV.,ANDRES AVELINO CACERES,GRUPO ORION,45
11638,N56A,AV.,ALFREDO BENAVIDES,AQUARIUS SAC,58
11639,N50,AV.,PETIT THOUARS,25 DE SETIEMBRE,94
11649,N71,AV.,PETIT THOUARS,ATCR S.A,33
11650,N24,AV.,OSCAR R. BENAVIDES,TRANSLIMA SA.,18
11654,N71,AV.,JOSE PARDO,GRUPO ORION,45
11658,N24,AV.,PETIT THOUARS,URANO TOURS SA.,16
11659,N71,AV.,JOSE PARDO,UNIDOS CHAMA,28
11660,N24,AV.,OSCAR R. BENAVIDES,URANO TOURS SA.,18
11661,N24,AV.,PETIT THOUARS,URANO TOURS SA.,16
11663,N24,AV.,PETIT THOUARS,URANO TOURS SA.,16
11664,N24,AV.,JOSE PARDO,ESPECIAL SOLIDARIDAD,0
11665,N24,AV.,OSCAR R. BENAVIDES,ETUNIJESA,18
11666,N24,AV.,OSCAR R. BENAVIDES,ETUNIJESA,18
11674,N01,AV.,JOSE PARDO,RAPIDO MUSA SA.,68
11675,N01,AV.,PETIT THOUARS,RAPIDO MUSA SA.,69
11676,N24,AV.,OSCAR R. BENAVIDES,NOR LIMA,18
11678,N50,AV.,ANGAMOS OESTE,SEÃ‘OR DE LA SOLEDAD,132
11679,N50,AV.,ALFREDO BENAVIDES,CUARENTA INTEGRADA,41
11680,N24,AV.,PETIT THOUARS,ESPECIAL SOLIDARIDAD,0
11681,N61,CA.,BERLIN,TRANSPORTES UNIDOS,86
11683,N24,CA.,GONZALES PRADA,ESPECIAL SOLIDARIDAD,0
11685,N01,AV.,PETIT THOUARS,GRUPO ORION,16
11693,N01,AV.,PETIT THOUARS,SAN SEBASTIAN S.A,69
11694,N61,AV.,PETIT THOUARS,SAN PEDRO,1
11696,N24,CA.,SCHELL,VIRGEN DE COPACABANA,14
11697,N71,AV.,PETIT THOUARS,URANO TOURS SA.,33
11699,N24,AV.,PETIT THOUARS,URANO TOURS SA.,16
11700,N24,AV.,PETIT THOUARS,ESPECIAL SOLIDARIDAD,0
11701,N71,CA.,SCHELL,GRUPO ORION,3
11702,N71,AV.,PASEO DE LA REPUBLICA,ESPECIAL SOLIDARIDAD,33
11709,N71,AV.,DIEZ CANSECO,ESPECIAL SOLIDARIDAD,33
11711,N24,AV.,JOSE PARDO,TRANSLIMA SA.,29
11712,N01,AV.,PETIT THOUARS,SAN SEBASTIAN S.A,69
11716,N71,AV.,ANGAMOS/G. SUAREZ,ATCR S.A,24
11717,N67,AV.,ANGAMOS/G. SUAREZ,RAPIDO UNIVERSAL,2
11718,N48,AV.,ANGAMOS ESTE,EXPRESS PACHACAMAC,153
11719,N71,AV.,JOSE PARDO,GRUPO ORION,45
11720,N24,AV.,ROCA Y BOLOGÃ‘A,PRIJUSAC,61
11724,N61,AV.,ANGAMOS OESTE,GRUPO DIEZ SAC.,32
11725,N24,CA.,GONZALES PRADA,HOGAR TOURS,57
11726,N24,AV.,JOSE PARDO,STO. CRISTO DE PACHACAMILLA,29
11729,N71,CA.,SCHELL,ESPECIAL SOLIDARIDAD,3
11730,N71,AV.,PASEO DE LA REPUBLICA,LOS ANGELES DEL PERU SAC.,3
11733,N44,AV.,ANGAMOS ESTE,EXPRESS PACHACAMAC,153
11740,N48,AV.,ANGAMOS ESTE,MIRAFLORES MONTERRICO,9
11741,N24,CA.,GNRAL. SUAREZ,LOS ANGELES DEL PERU SAC.,3
11742,N44,AV.,ANGAMOS ESTE,MIRAFLORES MONTERRICO,9
11743,N61,AV.,ANGAMOS ESTE,ATCR S.A,51
11744,N44,AV.,ANGAMOS OESTE,MIRAFLORES MONTERRICO,32
11746,N42,AV.,ANGAMOS OESTE,MIRAFLORES MONTERRICO,32
11750,N24,AV.,PETIT THOUARS,ATCR S.A,16
11751,N71,CA.,SCHELL,VIRGEN DE COPACABANA,3
11752,N71,AV.,JOSE LARCO,VIRGEN DE COPACABANA,63
11755,N34,AV.,OSCAR R. BENAVIDES,UNIDOS CHAMA,70
11759,N61,AV.,ANGAMOS OESTE,GRUPO DIEZ SAC.,32
11761,N34,AV.,GNRAL. CORDOVA,MIRAFLORES MONTERRICO,122
11762,N40,AV.,ANGAMOS ESTE,TRANSCATEL,9
11766,N50,CA.,DOS DE MAYO,MIGUEL GRAU,57
11767,N56A,CA.,MATEO PUMACAHUA,STAR TOURS,108
11772,N56A,AV.,ANGAMOS OESTE,TABLADA 2000,132
11774,N24,AV.,PETIT THOUARS,TRANSLIMA SA.,16
11780,N67,AV.,SANTA CRUZ,TRANSPORTES ANGAMOS,74
11782,N24,AV.,PETIT THOUARS,SAN PEDRO,16
11785,N24,AV.,PETIT THOUARS,ESPECIAL SOLIDARIDAD,0
11787,N24,AV.,ANGAMOS OESTE,ATCR S.A,24
11789,N24,AV.,OSCAR R. BENAVIDES,URANO TOURS SA.,18
11790,N44,AV.,ANGAMOS OESTE,RAPIDO UNIVERSAL,149
11791,N44,AV.,ANGAMOS OESTE,RAPIDO UNIVERSAL,149
11792,N67,AV.,JOSE PARDO,NUEVA AMERICA SA,97
11793,N01,AV.,OSCAR R. BENAVIDES,AQUARIUS SAC,88
11795,N67,CA.,DOS DE MAYO,GRUPO ORION,171
11796,N24,AV.,ALFREDO BENAVIDES,URANO TOURS SA.,0
11797,N67,CA.,DOS DE MAYO,GRUPO ORION,171
11798,N16,AV.,ANGAMOS OESTE,TRANSPORTES ANGAMOS,74
11799,N24,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,0
11800,N24,AV.,PASEO DE LA REPUBLICA,URANO TOURS SA.,23
11801,N24,AV.,OSCAR R. BENAVIDES,URANO TOURS SA.,18
11803,N50,CA.,DOS DE MAYO,HOGAR TOURS,57
11805,N34,AV.,ANGAMOS OESTE,LOS ANGELES DEL PERU SAC.,91
11806,N67,CA.,DOS DE MAYO,UNIDOS CHAMA,57
11807,N24,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,0
11808,N24,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,0
11809,N24,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,0
11810,N24,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,0
11811,N63,AV.,SANTA CRUZ,MIRAFLORES MONTERRICO,9
11812,N44,AV.,ANGAMOS OESTE,TRANSPORTES ANGAMOS,13
11813,N17,AV.,ANGAMOS OESTE,TABLADA 2000,132
11814,N71,AV.,GNRAL. CORDOVA,MIRAFLORES MONTERRICO,122
11815,N71,CA.,GNRAL. VARELA,ETSEMURV SAC,3
11816,N67,CA.,DOS DE MAYO,HOGAR TOURS,171
11820,N67,AV.,ANGAMOS OESTE,MIRAFLORES MONTERRICO,32
11824,N71,AV.,GNRAL. CORDOVA,GRUPO ORION,45
11827,N24,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,0
11829,N44,AV.,ANGAMOS OESTE,GRUPLAN SA.,149
11830,N44,AV.,GNRAL. CORDOVA,TRANSPORTES ANGAMOS,13
11831,N24,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,0
11832,N44,AV.,ANGAMOS OESTE,MIRAFLORES MONTERRICO,32
11836,N05,AV.,REPUBLICA DE PANAMA,SAN PEDRO,20
11838,N42,AV.,REPUBLICA DE PANAMA,SAN PEDRO,20
11850,N63,AV.,ANGAMOS ESTE,STO. CRISTO DE PACHACAMILLA,9
11852,N56A,AV.,ANGAMOS OESTE,TABLADA 2000,132
11855,N71,AV.,ANGAMOS OESTE,ATCR S.A,24
11856,N71,AV.,ANGAMOS OESTE,ATCR S.A,24
11858,N71,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,21
11859,N24,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,0
11861,N24,CA.,ATAHUALPA,ESPECIAL SOLIDARIDAD,0
11862,N67,AV.,ANGAMOS OESTE,SINCHIROCA,74
11869,N61,AV.,ANGAMOS OESTE,GRUPO ORION,12
11870,N56A,AV.,ANGAMOS ESTE,MIRAFLORES MONTERRICO,9
11871,N56A,AV.,ANGAMOS ESTE,TRANSPORTES ANGAMOS,9
11873,N50,AV.,ANGAMOS OESTE,MIRAFLORES MONTERRICO,9
11874,N24,AV.,ALFREDO BENAVIDES,URANO TOURS SA.,0
11875,N56A,AV.,ANGAMOS ESTE,GRUPLAN SA.,9
11876,N67,AV.,PETIT THOUARS,UNIDOS CHAMA,46
11878,N40,AV.,ANGAMOS ESTE,ATCR S.A,51
11879,N67,CA.,ENRIQUE PALACIOS,GRUPO ORION,171
11880,N24,AV.,ALFREDO BENAVIDES,URANO TOURS SA.,0
11881,N01,AV.,OSCAR R. BENAVIDES,ETUNIJESA,88
11882,N67,AV.,RICARDO PALMA,NUEVA AMERICA SA,152
11883,N24,AV.,PETIT THOUARS,LOS ANGELES DEL PERU SAC.,16
11884,N24,AV.,RICARDO PALMA,GRUPO ORION,16
11885,N61,AV.,RICARDO PALMA,UNIDOS CHAMA,48
11886,N44,AV.,ANGAMOS ESTE,LOS ANGELES DEL PERU SAC.,106
11889,N44,AV.,ANGAMOS OESTE,GRUPLAN SA.,149
11891,N24,AV.,RICARDO PALMA,AQUARIUS SAC,38
11892,N67,CA.,GNRAL. SUAREZ,AQUARIUS SAC,117
11893,N01,AV.,PETIT THOUARS,RAPIDO MUSA SA.,69
11894,N44,AV.,ANGAMOS OESTE,GRUPLAN SA.,149
11895,N56A,AV.,ANGAMOS ESTE,MIRAFLORES MONTERRICO,9
11896,N50,AV.,ANGAMOS ESTE,MIRAFLORES MONTERRICO,9
11897,N24,AV.,PETIT THOUARS,NOR LIMA,16
11898,N24,CA.,GNRAL. VARELA,SEÃ‘OR DE LA SOLEDAD,57
11899,N56A,AV.,ANDRES AVELINO CACERES,UNIDOS CHAMA,17
11901,N44,AV.,ANGAMOS ESTE,GRUPO DIEZ SAC.,153
11902,N44,AV.,ANGAMOS ESTE,GRUPO DIEZ SAC.,153
11903,N44,AV.,ANGAMOS ESTE,GRUPO DIEZ SAC.,153
11904,N44,AV.,ANGAMOS ESTE,GRUPO DIEZ SAC.,153
11905,N44,AV.,ANGAMOS ESTE,GRUPO DIEZ SAC.,153
11907,N50,AV.,ANDRES AVELINO CACERES,UNIDOS CHAMA,103
11911,N01,AV.,JOSE LARCO,VIRGEN DE COPACABANA,7
11913,N50,AV.,ANDRES AVELINO CACERES,UNIDOS CHAMA,103
11916,N61,AV.,ANDRES AVELINO CACERES,GRUPO ORION,12
11917,N50,AV.,ANDRES AVELINO CACERES,GRUPO ORION,95
11918,N56A,AV.,ANGAMOS OESTE,TABLADA 2000,132
11926,N67,AV.,ANDRES AVELINO CACERES,UNIDOS CHAMA,46
11931,N50,AV.,ANGAMOS OESTE,TRANSPORTES ANGAMOS,74
11932,N56A,AV.,ANDRES AVELINO CACERES,GRUPO SALAMANCA,17
11933,N24,AV.,ANGAMOS OESTE,ATCR S.A,24
11937,N24,CA.,GNRAL. VARELA,SEÃ‘OR DE LA SOLEDAD,57
11938,N56A,AV.,ANGAMOS OESTE,ET. FOCAM SA.,151
11939,N56A,AV.,ANGAMOS OESTE,ET. FOCAM SA.,151
11941,N56A,AV.,ANGAMOS OESTE,TRANSPORTES ANGAMOS,74
11942,N44,AV.,ANGAMOS OESTE,GRUPO DIEZ SAC.,149
11943,N44,AV.,ANGAMOS OESTE,GRUPO DIEZ SAC.,149
11944,N44,AV.,ANGAMOS OESTE,GRUPO DIEZ SAC.,149
11945,N44,AV.,ANGAMOS OESTE,GRUPO DIEZ SAC.,149
11946,N56A,AV.,ANGAMOS OESTE,ET. FOCAM SA.,151
11947,N71,AV.,ANGAMOS OESTE,TRANSPORTES UNIDOS,45
11948,N24,AV.,PETIT THOUARS,ATCR S.A,16
11949,N67,AV.,ANGAMOS ESTE,TABLADA 2000,106
11950,N24,AV.,PETIT THOUARS,GRUPO ORION,16
11951,N71,CA.,GNRAL. VARELA,GRUPO ORION,3
11952,N24,AV.,JOSE LARCO,GRUPO ORION,16
11953,N56A,AV.,ANGAMOS OESTE,TRANSPORTES ANGAMOS,74
11957,N42,AV.,ANGAMOS OESTE,ET. FOCAM SA.,175
11958,N56A,AV.,ANGAMOS OESTE,ET. FOCAM SA.,151
11959,N24,AV.,JOSE PARDO,ATCR S.A,24
11960,N71,AV.,ANGAMOS OESTE,TRANSPORTES ANGAMOS,45
11961,N56A,AV.,ANGAMOS OESTE,MIRAFLORES MONTERRICO,32
11963,N24,AV.,PETIT THOUARS,ESPECIAL SOLIDARIDAD,0
11964,N42,AV.,ANGAMOS OESTE,MIRAFLORES MONTERRICO,32
11965,N67,AV.,ANGAMOS OESTE,MIRAFLORES MONTERRICO,32
11966,N24,AV.,ANGAMOS OESTE,ATCR S.A,24
11970,N61,AV.,PASEO DE LA REPUBLICA,AQUARIUS SAC,48
11971,N01,AV.,ANGAMOS ESTE,LOS ANGELES DEL PERU SAC.,80
11973,N56A,AV.,ANGAMOS OESTE,ETSEMURV SAC,151
11975,N24,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,0
11976,N24,AV.,PETIT THOUARS,URANO TOURS SA.,16
11977,N24,AV.,PETIT THOUARS,URANO TOURS SA.,16
11980,N67,AV.,ANGAMOS ESTE,CORPORACION ALELUYA,106
11981,N63,AV.,ANGAMOS OESTE,MIRAFLORES MONTERRICO,32
11985,N56A,AV.,ANGAMOS OESTE,TRANSPORTES ANGAMOS,74
11986,N71,AV.,ANGAMOS OESTE,RAPIDO UNIVERSAL,45
11990,N61,AV.,ANGAMOS OESTE,MIRAFLORES MONTERRICO,32
11991,N24,AV.,ALFREDO BENAVIDES,URANO TOURS SA.,0
11996,N71,AV.,ANGAMOS OESTE,EXPRESS PACHACAMAC,45
11998,N44,AV.,ANGAMOS OESTE,GRUPO ORION,45
12001,N71,AV.,PASEO DE LA REPUBLICA,GRUPO ORION,45
12002,N42,AV.,ANGAMOS OESTE,ET. FOCAM SA.,175
12003,N01,CA.,SAN MARTIN,SAN SEBASTIAN S.A,69
12008,N56A,AV.,ANGAMOS OESTE,MIRAFLORES MONTERRICO,32
12009,N67,AV.,ANGAMOS ESTE,TRANSPORTES ANGAMOS,74
12011,N56A,AV.,ANGAMOS OESTE,TABLADA 2000,132
12012,N24,AV.,ANGAMOS OESTE,ATCR S.A,24
12013,N71,AV.,ALFREDO BENAVIDES,URANO TOURS SA.,25
12016,N24,AV.,ANGAMOS OESTE,ATCR S.A,24
12023,N24,AV.,ANGAMOS OESTE,ATCR S.A,24
12025,N44,AV.,ANGAMOS OESTE,TABLADA 2000,132
12027,N24,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,0
12028,N24,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,0
12029,N24,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,0
12031,N40,AV.,ALFREDO BENAVIDES,ESPECIAL SOLIDARIDAD,0
12041,N71,CA.,SAN MARTIN,GRUPO ORION,3
12043,N24,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,0
12044,N71,CA.,CHICLAYO,ETSEMURV SAC,3
12047,N56A,AV.,ANGAMOS OESTE,TABLADA 2000,132
12048,N24,AV.,ALFREDO BENAVIDES,URANO TOURS SA.,0
12049,N01,AV.,ANGAMOS OESTE,GRUPLAN SA.,91
12051,N34,AV.,MARISCAL LA MAR,SANTA LUZMILA,36
12053,N71,AV.,MARISCAL LA MAR,SANTA LUZMILA,28
12055,N44,AV.,ANGAMOS OESTE,GRUPO ORION,45
12058,N44,AV.,ANGAMOS OESTE,MIRAFLORES MONTERRICO,32
12060,N50,AV.,ANGAMOS OESTE,SEÃ‘OR DE LA SOLEDAD,132
12063,N24,CA.,RAMON RIBEYRO,UNIDOS CHAMA,57
12064,N67,AV.,ALFREDO BENAVIDES,GRUPO ORION,2
12065,N24,AV.,OSCAR R. BENAVIDES,URANO TOURS SA.,18
12067,N34,AV.,OSCAR R. BENAVIDES,UNIDOS CHAMA,70
12069,N40,AV.,OSCAR R. BENAVIDES,ESPECIAL SOLIDARIDAD,22
12070,N63,AV.,PETIT THOUARS,CORPORACION ALELUYA,115
12071,N24,AV.,ALFREDO BENAVIDES,URANO TOURS SA.,0
12074,N40,AV.,ALFREDO BENAVIDES,ESPECIAL SOLIDARIDAD,0
12076,N40,AV.,OSCAR R. BENAVIDES,ESPECIAL SOLIDARIDAD,22
12079,N40,CA.,GNRAL. SUAREZ,UNIDOS CHAMA,57
12081,N63,CA.,GNRAL. SUAREZ,MIGUEL GRAU,3
12085,N67,AV.,DEL EJERCITO,TRANSPORTES UNIDOS,172
12086,N67,AV.,ANGAMOS OESTE,MIRAFLORES MONTERRICO,32
12089,N61,AV.,JOSE PARDO,STO. CRISTO DE PACHACAMILLA,44
12091,N24,AV.,JOSE PARDO,URANO TOURS SA.,23
12093,N67,AV.,ANGAMOS OESTE,NUEVO HORIZONTE,74
12094,N24,AV.,OSCAR R. BENAVIDES,URANO TOURS SA.,18
12095,N71,AV.,ANGAMOS OESTE,ATCR S.A,24
12096,N61,AV.,ALFREDO BENAVIDES,GRUPO ORION,12
12098,N24,AV.,OSCAR R. BENAVIDES,URANO TOURS SA.,18
12099,N24,AV.,OSCAR R. BENAVIDES,URANO TOURS SA.,18
12103,N24,AV.,PETIT THOUARS,URANO TOURS SA.,16
12107,N50,AV.,ANGAMOS OESTE,MIRAFLORES MONTERRICO,9
12113,N24,CA.,PIURA,MIRAFLORES MONTERRICO,57
12114,N61,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,1
12115,N71,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,18
12116,N24,AV.,PETIT THOUARS,URANO TOURS SA.,16
12122,N61,AV.,PETIT THOUARS,GRUPO ORION,1
12124,N50,AV.,ANGAMOS OESTE,TABLADA 2000,132
12125,N50,AV.,ANGAMOS OESTE,TABLADA 2000,132
12128,N56A,CA.,DOS DE MAYO,GRUPO ORION,171
12129,N67,AV.,OSCAR R. BENAVIDES,STO. CRISTO DE PACHACAMILLA,97
12133,N50,AV.,PETIT THOUARS,STAR TOURS,94
12134,N24,AV.,OSCAR R. BENAVIDES,URANO TOURS SA.,18
12136,N71,CA.,ATAHUALPA,LOS ANGELES DEL PERU SAC.,3
12137,N44,AV.,ANGAMOS OESTE,EDILBERTO RAMOS SAC,149
12139,N01,AV.,PETIT THOUARS,RAPIDO MUSA SA.,69
12141,N24,AV.,OSCAR R. BENAVIDES,URANO TOURS SA.,18
12142,N71,AV.,ANGAMOS OESTE,ATCR S.A,24
12143,N67,AV.,JOSE LARCO,GRUPO ORION,2
12145,N71,AV.,ANGAMOS OESTE,ATCR S.A,24
12146,N61,AV.,ANGAMOS OESTE,TRANSPORTES ANGAMOS,32
12150,N71,AV.,ANGAMOS OESTE,ATCR S.A,24
12151,N56A,CA.,DOS DE MAYO,STAR TOURS,108
12152,N67,AV.,OSCAR R. BENAVIDES,ESPECIAL SOLIDARIDAD,22
12158,N56A,CA.,DOS DE MAYO,STAR TOURS,108
12164,N71,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,18
12165,N71,AV.,ANGAMOS OESTE,MIRAFLORES MONTERRICO,32
12169,N56A,CA.,DOS DE MAYO,STAR TOURS,108
12170,N01,AV.,ANGAMOS OESTE,LOS ANGELES DEL PERU SAC.,91
12172,N71,AV.,RICARDO PALMA,SAN ANTONIO,161
12173,N24,AV.,PETIT THOUARS,ESPECIAL SOLIDARIDAD,0
12174,N67,AV.,DEL EJERCITO,MIRAFLORES MONTERRICO,122
12177,N24,AV.,PETIT THOUARS,GRUPO ORION,16
12180,N71,CA.,GNRAL. VARELA,SEÃ‘OR DE LA SOLEDAD,3
12181,N71,CA.,PIURA,GRUPLAN SA.,3
12182,N71,AV.,JOSE PARDO,GRUPO ORION,45
12183,N71,AV.,JOSE LARCO,URANO TOURS SA.,23
12187,N44,AV.,ANGAMOS OESTE,LOS ANGELES DEL PERU SAC.,91
12188,N24,AV.,JOSE LARCO,STAR TOURS,23
12190,N24,AV.,JOSE LARCO,VIRGEN DE COPACABANA,18
12193,N24,AV.,JOSE LARCO,URANO TOURS SA.,23
12199,N61,AV.,JOSE LARCO,GRUPO ORION,12
12204,N24,AV.,PETIT THOUARS,GRUPO ORION,16
12207,N40,AV.,JOSE LARCO,ESPECIAL SOLIDARIDAD,87
12209,N61,AV.,ANGAMOS ESTE,RAPIDO UNIVERSAL,51
12210,N40,AV.,ANGAMOS ESTE,TRANSPORTES ANGAMOS,9
12211,N24,AV.,ANGAMOS OESTE,ATCR S.A,24
12212,N71,AV.,JOSE LARCO,GRUPO ORION,45
12213,N61,AV.,JOSE LARCO,UNIDOS CHAMA,7
12216,N40,AV.,ANGAMOS ESTE,MIRAFLORES MONTERRICO,9
12218,N48,AV.,PETIT THOUARS,HOGAR TOURS,119
12219,N67,AV.,PASEO DE LA REPUBLICA,NORTEAMERICA,117
12223,N24,AV.,ALFREDO BENAVIDES,URANO TOURS SA.,0
12224,N50,AV.,CMDTE. ESPINAR,CUARENTA INTEGRADA,77
12225,N44,CA.,DOS DE MAYO,GRUPO SALAMANCA,57
12227,N56A,AV.,ANGAMOS ESTE,ETSEMURV SAC,9
12228,N56A,AV.,ANGAMOS OESTE,MIRAFLORES MONTERRICO,32
12229,N24,AV.,PETIT THOUARS,URANO TOURS SA.,16
12230,N56A,AV.,PETIT THOUARS,GRUPO ORION,16
12231,N67,AV.,ANGAMOS ESTE,TRANSPORTES ANGAMOS,74
12236,N50,AV.,JOSE PARDO,UNIDOS CHAMA,103
12237,N63,CA.,GNRAL. MENDIBURU,GRUPLAN SA.,3
12238,N61,CA.,GNRAL. VARELA,GRUPO ORION,12
12242,N71,CA.,GNRAL. VARELA,TRANSPORTES ANGAMOS,3
12244,N56A,AV.,ANGAMOS OESTE,GRUPLAN SA.,149
12245,N40,AV.,ANGAMOS ESTE,FOCAM SA.,9
12247,N24,AV.,CASIMIRO ULLOA,URANO TOURS SA.,23
12248,N56A,AV.,ANGAMOS OESTE,MIRAFLORES MONTERRICO,32
12253,N24,AV.,JOSE PARDO,SAN SEBASTIAN S.A,29
12254,N56A,AV.,ANGAMOS OESTE,EXPRESS PACHACAMAC,98
12255,N56A,AV.,ANGAMOS OESTE,TRANSPORTES ANGAMOS,74
12256,N56A,AV.,ANGAMOS OESTE,ETSEMURV SAC,151
12258,N71,CA.,ALMTE. MONTERO,TRANSPORTES ANGAMOS,3
12259,N71,AV.,PETIT THOUARS,ATCR S.A,33
12262,N67,AV.,OSCAR R. BENAVIDES,STO. CRISTO DE PACHACAMILLA,97
12263,N24,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,0
12264,N24,AV.,PETIT THOUARS,URANO TOURS SA.,16
12265,N67,AV.,CMDTE. ESPINAR,CUARENTA INTEGRADA,77
12266,N71,AV.,RICARDO PALMA,GRUPO ORION,45
12267,N24,AV.,ALFREDO BENAVIDES,URANO TOURS SA.,0
12268,N24,AV.,ALFREDO BENAVIDES,URANO TOURS SA.,0
12269,N48,AV.,ANGAMOS ESTE,LOS ANGELES DEL PERU SAC.,106
12272,N56A,AV.,ANGAMOS OESTE,TRANSPORTES ANGAMOS,74
12274,N24,AV.,RICARDO PALMA,GRUPO ORION,16
12275,N24,AV.,PETIT THOUARS,ESPECIAL SOLIDARIDAD,0
12278,N56A,CA.,CRNEL. INCLAN,TRANSVESA,3
12280,N24,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,0
12281,N71,AV.,ANGAMOS OESTE,GRUPO ORION,45
12282,N24,AV.,PETIT THOUARS,TRANSLIMA SA.,16
12283,N24,AV.,OSCAR R. BENAVIDES,URANO TOURS SA.,18
12284,N24,AV.,PETIT THOUARS,URANO TOURS SA.,16
12285,N67,AV.,ANGAMOS OESTE,MIRAFLORES MONTERRICO,32
12286,N71,AV.,JOSE LARCO,ESPECIAL SOLIDARIDAD,33
12288,N34,AV.,OSCAR R. BENAVIDES,UNIDOS CHAMA,70
12291,N24,AV.,PETIT THOUARS/ANGAMOS,GRUPO ORION,16
12292,N67,AV.,ANGAMOS OESTE,GRUPLAN SA.,74
12293,N56A,CA.,DOS DE MAYO,UNIDOS CHAMA,57
12295,N24,AV.,PETIT THOUARS,GRUPO ORION,16
12296,N24,AV.,PETIT THOUARS,ESPECIAL SOLIDARIDAD,0
12297,N24,AV.,PETIT THOUARS,GRUPO ORION,16
12298,N33,CA.,ENRIQUE PALACIOS,NORTEAMERICA,3
12299,N71,AV.,JOSE PARDO,GRUPO ORION,45
12301,N56A,AV.,ANGAMOS OESTE,MIRAFLORES MONTERRICO,32
12302,N24,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,18
12303,N67,AV.,PETIT THOUARS,25 DE SETIEMBRE,46
12304,N56A,CA.,DOS DE MAYO,GRUPO ORION,171
12305,N71,AV.,PASEO DE LA REPUBLICA,ESPECIAL SOLIDARIDAD,33
12306,N71,AV.,PASEO DE LA REPUBLICA,ESPECIAL SOLIDARIDAD,33
12308,N01,AV.,ANGAMOS OESTE,GRUPO ORION,45
12310,N56A,AV.,ANGAMOS OESTE,TRANSPORTES ANGAMOS,74
12315,N48,AV.,ANGAMOS OESTE,FOCAM SA.,178
12316,N71,AV.,PASEO DE LA REPUBLICA,ESPECIAL SOLIDARIDAD,33
12318,N56A,AV.,ANGAMOS OESTE,TRANSPORTES ANGAMOS,74
12331,N24,AV.,OSCAR R. BENAVIDES,URANO TOURS SA.,18
12332,N56A,AV.,ANGAMOS OESTE,TRANSPORTES ANGAMOS,74
12338,N56A,CA.,DOS DE MAYO,UNIDOS CHAMA,57
12339,N56A,CA.,DOS DE MAYO,AQUARIUS SAC,57
12344,N71,AV.,GNRAL. CORDOVA,TRANSPORTES ANGAMOS,13
12345,N24,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,0
12346,N53,AV.,ANGAMOS OESTE,SAGRADO CORAZON,176
12348,N71,CA.,GNRAL. VARELA,GRUPO ORION,3
12353,N24,AV.,ALFREDO BENAVIDES,URANO TOURS SA.,0
12354,N24,AV.,ALFREDO BENAVIDES,URANO TOURS SA.,0
12355,N24,AV.,PETIT THOUARS,ESPECIAL SOLIDARIDAD,0
12357,N24,AV.,ALFREDO BENAVIDES,URANO TOURS SA.,0
12358,N61,AV.,JOSE LARCO,TRANSLIMA SA.,47
12361,N24,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,0
12363,N24,AV.,ALFREDO BENAVIDES,URANO TOURS SA.,0
12368,N24,AV.,PETIT THOUARS,ESPECIAL SOLIDARIDAD,0
12376,N71,AV.,JOSE LARCO,URANO TOURS SA.,23
12378,N24,AV.,ALFREDO BENAVIDES,URANO TOURS SA.,0
12384,N24,AV.,ALFREDO BENAVIDES,URANO TOURS SA.,0
12385,N34,AV.,ALFREDO BENAVIDES,GRUPO ORION,2
12386,N71,AV.,CMDTE. ESPINAR,ESTSACASA,28
12388,N67,AV.,ALFREDO BENAVIDES,HOGAR TOURS,2
12389,N34,AV.,ALFREDO BENAVIDES,CUARENTA INTEGRADA,36
12390,N24,AV.,ALFREDO BENAVIDES,URANO TOURS SA.,0
12392,N71,CA.,CRNEL. INCLAN,ATCR S.A,123
12393,N48,AV.,ALFREDO BENAVIDES,GRUPO ORION,2
12394,N71,AV.,OSCAR R. BENAVIDES,VIRGEN DE COPACABANA,18
12397,N24,AV.,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,0
12398,N61,AV.,ANGAMOS OESTE,MIRAFLORES MONTERRICO,32
12402,N24,AV.,ALFREDO BENAVIDES,URANO TOURS SA.,0
